text,sentiment
@XFactorID @RuthNeelly @xtina Mending ganti acara jadi Indonesian Idol min ????,negatif
@Jojo089155672 @XFactorID @RuthNeelly @xtina Kalah sama yang followersnya banyak. Ups,negatif
"ngikutin lahh @XFactorID @LazadaID , tp emang kpop kan banyak rap-nya juga ya, ga kaget kalo hendra suka kpop wkwk https://t.co/aD7dvICK9n",netral
"Ruth

Baru jelas sekarang artinya X FACTOR:

Bukan kualitas suara
Tapi ""paket lengkap"" walau kematangan dan kualitas belum punya.

X FACTOR INDONESIA
@XFactorID
#XFactorIndonesia
RCTI
SCTV
Indosiar
MNCTV",negatif
Tersingkirnya #ruth membuktikan bahwa @XFactorID msh ajang anak2.,negatif
@XFactorID @alvinxjo @KingsOfLeon Alvin emg ganteng tp kenapa mirip my ex apalagi diliat dari samping sambil maen gitar???? tp u tetep jagoan w kok pin???? wkwk,positif
@XFactorID @RuthNeelly @myshajhuan Btw dari awal gue itu penasaran sama hasil vote yang gak transparan wkwkwk,negatif
@XFactorID @alvinxjo @KingsOfLeon udh ga ngerti ni org keren banget,positif
@XFactorID @alvinxjo @KingsOfLeon pas dia baru muncul di stage langsung berdecak kagum .. laki banget,positif
@XFactorID @alvinxjo @KingsOfLeon Idola cilik skrg udah jd idola besar,netral
"@XFactorID @alvinxjo @KingsOfLeon Vin, besok pake kaos lagi yaa. 
Cakep amat kaosan doang ????????",positif
@XFactorID iya iya yg katanya full package,netral
@XFactorID @alvinxjo @KingsOfLeon Dari jaman alvin jd icil aja udh teralvin alvin apalagi skg makin mengkece,positif
@XFactorID @RuthNeelly @xtina Percuma udh all out penampilan tp out jg !!!,negatif
@XFactorID @alvinxjo @KingsOfLeon sejak nyanyi give me love.. hati rasanya sudah meleleeeh,positif
@XFactorID @alvinxjo @KingsOfLeon Berasa band luar negeri????,positif
@XFactorID @RuthNeelly @myshajhuan 5 standing ovation dan malah pulang... ????,negatif
"@XFactorID @alvinxjo @KingsOfLeon Mantep banget lah, kejutan terus, bangga, love @alvinxjo ???",positif
@XFactorID @DnrWidianto merinding banget yaampun,positif
@XFactorID @alvinxjo @KingsOfLeon bisa bisanya dia cuma pake kaos oblong pas perform di acara komptisi. gua kira tadi mau rehersal ???? ????,netral
@XFactorID @alvinxjo @KingsOfLeon Ini tim wardobe nya ga pernah pusing mikirin outfit buat Alvin kayanya soalnya ini manggung pake jeans+kaos oblong polos aja mengkeren ????,positif
@XFactorID @DnrWidianto Danar keren,positif
"@XFactorID @alvinxjo @KingsOfLeon Profil dan biodata Alvin

https://t.co/7U4Tcxhlqc",netral
@XFactorID Ngawur bgt anj. Yg konsisten kalah sama yg angin-anginan.,negatif
@XFactorID @alvinxjo @KingsOfLeon Pecah keren bgt alvin,positif
@XFactorID @alvinxjo @KingsOfLeon Alvin gak pernah gak keren ????,positif
"@XFactorID @alvinxjo @KingsOfLeon gabisa dipungkiri sih, dan ga munafik juga selain suara yang dijual, looknya alvin ini ngejual banget karena he???s look so charming every stages, good job boy?????? #allveforalvin selalu????",positif
@XFactorID @alvinxjo @KingsOfLeon Alvin kalo butuh asisten aku siap ya???????? #allveforalvin,netral
"@apaayipyip @XFactorID @2ndChance_id @celinedion Bener banget, makanya tadi Judika komen begitu, gak maksimal nih sound systemnya The X Factor Indonesia",negatif
@XFactorID @alvinxjo @KingsOfLeon Demi apa Alvin cakep bgt????????,positif
@XFactorID @alvinxjo @KingsOfLeon Alvin kalo tampil g pernah gagal ??????????,positif
@XFactorID lawak banget yaa malam ini kacaawww,positif
"@XFactorID @RuthNeelly @xtina Alaaaaahh ga usah sok2 posting 5SO tapi kalian keluarkan juga Ruth. Memalukan acara yg katanya mencari xfaktor, ternyata yg dicari cuma modal tampang doank!!!! #XFaktorIndonesia #GalaLiveShow6",negatif
@XFactorID @alvinxjo @KingsOfLeon Kereeen paraaah.... Nggak sia2 nungguin xfactor libur 2 mggu..,positif
@XFactorID @RuthNeelly @myshajhuan Jelas dr awal kompetisi.. Ruth lebih sempurna dr segi nyanyi kemana mana drpada masya.. Masya msh banyak kekurangan.. Tapi namanya jg vote.. Ya sudahlah.. ????.. Semoga Ruth kariernya cemerlang kedepannya.. Ini bukan akhir tapi awal dr karier @RuthNeelly .. Semangat Ruth..,netral
@XFactorID @RuthNeelly @myshajhuan sukses selalu di luar xfactor ka ruth!??????????,positif
@XFactorID @RuthNeelly @myshajhuan Padahal menurutku Ruth penampilan terbaik malam ini tapi why oh why.. Harusnya d nilai d penampilan pertama.. Save me song sekedar pelengkap sahaja.. Klo semua d nilai dr save me song.. Benar tidak sodara2? ???????,negatif
@XFactorID @RuthNeelly @myshajhuan wkwk gajelas nih kompetisi ????,negatif
"@XFactorID @Judikajude @2ndChance_id Kecewa dgn pilihan lagu di Team BOYS. BCL gimana nih?? Gak ada feel berbeda di Alvin dan Danar, jadi biasa. Khusus lagu Kota lebih enakan duet Alvin n Danar.",negatif
"@XFactorID @RuthNeelly @myshajhuan Trus kalian @bclsinclair @armandmaulana standing ovation maknanya apa? Gila bener, ga paham lagi asli ga paham lagi.. Gws ini acara memeable https://t.co/lt7MPjQDLA",negatif
"@XFactorID @alvinxjo @KingsOfLeon Gilaaa Alvin jadi vokalis band, ngwerii lurr ????????",positif
"@XFactorID Seriously??
Dulu iyan, skrg ruth
The next diva, langganan SO malah dipulangin. Mana ini yang mutusin juri juga
Kecewa jilid xxxx https://t.co/VSkqWo9BAN",negatif
@XFactorID @RuthNeelly @myshajhuan Maysha kalo jadi keluar mungkin pingsan ya,negatif
@XFactorID @RuthNeelly @myshajhuan Horeeeee cantik mengalahkan segalanya ha ha ha ha ha,negatif
"@XFactorID @OfficialRCTI @Fremantle_ID Gak jadi nonton @XFactorID sumpah, andi gak lolos itu aneh tau :(",negatif
@XFactorID @RuthNeelly @myshajhuan Kecewa kecewa kecewa,negatif
"@XFactorID @OfficialRCTI @Fremantle_ID Kecewa, masa ga lolos",negatif
@XFactorID @RuthNeelly @myshajhuan knp hrs Ruth yg keluar?  kecewa nih,negatif
@XFactorID Kasian Ruth jadi korban voting. bahkan tiap minggu ga pernah jelek???tetap aja ujungnya vote yg menentukan :(( ????????????????,negatif
"@XFactorID @myshajhuan @RuthNeelly Gw pikif 1 peserta/juri di 5 besar
Wkwkwk",netral
"@XFactorID @RuthNeelly @myshajhuan Nasib Ruth ini mirip Novia Idol X &amp; Fitri Idol SS : penampilan selalu stabil dan digadang?? bakal masuk grand final, tapi malah pulang mendekati pertengahan kompetisi",netral
Sy sangat menikmati acara  @XFactorID karna suka dgn suara2 yg indah tp setelah salah satu kontestan yg memiliki suara indah tereliminasi krn keputusan &amp; pilihan juri.#jadimalesnontonlg#,negatif
@XFactorID @RuthNeelly @myshajhuan Sakit sih lia hasilnya????,negatif
@XFactorID @RuthNeelly @myshajhuan Heii judges kenapa anda selalu melihat dari satu performance tanpa liat result semua perform????,negatif
@hiksrotboyy @XFactorID @RuthNeelly @xtina Juri gak milih Ruth?,negatif
@XFactorID @myshajhuan @RuthNeelly Sekals judges loh cuman liat 1 penampilan gak liat result,negatif
"Sayang sekali perjuangan @RuthNeelly harus terhenti di panggung #XFactorIndonesia 

CONGRATS @myshajhuan kita ketemu lagi minggu depan????????

#GalaLiveShow6
#XFactorIndonesia https://t.co/J3etnSyQO3",netral
@XFactorID @myshajhuan @RuthNeelly Kenapa gak ambil result cuman liat satu penampilan aja????,negatif
@XFactorID @DnrWidianto gak menantang suaranya gitu2 aja  kurang greget buat pertandingan vokal,negatif
@XFactorID @alvinxjo @KingsOfLeon kaosan doang tp keren bgtt????????????,positif
@XFactorID @2ndChance_id @celinedion Padahal 2nd chance bagus tapi teknis dari sound x factor ini TIDAK bagus jadi beberapa kali suaranya kurang keluar,negatif
@XFactorID @RuthNeelly @xtina Knp yg gak jelek pulang,negatif
@xfactorID udh minggu depan yg pulang 2nd chance roby sama gerrygani. Biar suara tiktok semua yg sisaa wkwkwkwkwk,negatif
@XFactorID ..benarkah  keputusan juri? ..rut selalu konsisten selama tampil di xfactor..apa kata dunia ya????,negatif
@XFactorID @OfficialRCTI @Fremantle_ID Yaampun sayang banget ga lolos???,negatif
"Nonton @XFactorID malem ini kecewa banget kirain tyo sama iyan bisa lolos ternyata pulang huhuhu??
Padahal mereka yang paling ditunggu penampilannya setiap senin sama selasa",negatif
"@XFactorID @myshajhuan @RuthNeelly Dua-duanya keren ????
Kak ruth tetap semangat suaramu menggelegar ????",positif
Ruth 5 SO pulang? Ngadi2 lo ah @XFactorID,negatif
"Masya masih terlalu muda dan belum sepenuhnya dewasa, mentalnya belum teruji ketika di bottom 2...dia seolah2 akan runtuh kalau terhenti...berbahaya..mental harus kuat..  @OfficialRCTI @XFactorID @mynameisrossa @Judikajude",negatif
@XFactorID @myshajhuan @RuthNeelly Gimana sih supaya bisa masuk ke tv perasaan susah amat ya dati dulu ????????,negatif
@bezetrossoneri @XFactorID @myshajhuan @RuthNeelly Aq jg ngerasa bgtu,netral
"@XFactorID @myshajhuan @RuthNeelly Tokay. Rasa apaan menyak menyek gtu.
Bilang aja krn good Looking makanya msh dilolosin",negatif
@XFactorID @RuthNeelly @xtina agak ga ikhlas Ruth out demi apa,negatif
@XFactorID @myshajhuan @RuthNeelly Votenya ga fair,negatif
@XFactorID @alvinxjo @KingsOfLeon Bagus sekali anda pak????,positif
@XFactorID @DnrWidianto Merinding danar bawaain lagu *Kota* ????,positif
"Yuk@ga ada yang keluar, minggu depan ancur2an @XFactorID @mynameisrossa @Judikajude @OfficialRCTI",negatif
Ruth ga pantas keluar ???????????? @mynameisrossa @Judikajude @XFactorID @OfficialRCTI,negatif
"Ini anomali sesaat...minggu depan 2 yang keluar, hari ini ga ada yang keluar...@XFactorID @OfficialRCTI @mynameisrossa @Judikajude",netral
"Serius bottom 2 Ruth dan Masya...hari ini ga ada yang keluar, minggu depan 2 yang keluar @OfficialRCTI @XFactorID @mynameisrossa @Judikajude",netral
@XFactorID @myshajhuan @RuthNeelly Yaahh... Si bule tidak aman :(,negatif
"Sayang sekali @myshajhuan dan @RuthNeelly masuk dalam BOTTOM 2, best of luck for both of you????????

#GalaLiveShow6
#XFactorIndonesia https://t.co/E2m3UuYGlA",netral
"@XFactorID @alvinxjo @KingsOfLeon Teralvin alvin sejak audisi eh makin kesini makin luar biasa penampilannya gilak, dah cocok nih jd adam levinenya Indo hehe",positif
"Penampilan @DnrWidianto selalu ""MAGIS"". Siapa yang setuju??????????????

Lagu: Kota by Dere

#GalaLiveShow6
#XFactorIndonesia https://t.co/5cM23NCgt7",netral
"Bukti kecacatan @XFactorID 

Perform Iyan Yoshua kayak gini:
https://t.co/gMlN4qml2E

Yang dilolosin yang kayak gini:
https://t.co/uLqfsk5jrr

Idiotic is an understatement",negatif
@XFactorID @alvinxjo @KingsOfLeon Bangga deh&lt;3,positif
"@XFactorID @alvinxjo @KingsOfLeon Kece sekali Alvin ????????????

#allveforalvinjo
#XFactorIndonesia",positif
"Wey, @XFactorID sehat? BCL sehat? Judges laen sehat?

Yan Josua itu generational talent. Dibuang buat penyanyi-penyanyi biasa yang banyak ditemuin di kafe atau kondangan. Kalo tersingkir karena saingannya lebih oke sih, fine. Ini jelas banyak titipan.",negatif
"@XFactorID @alvinxjo @KingsOfLeon Alvin keren bangettttt pecah ???????????? @teamall_ve
#allveforalvinjo 
#XfactorIndonesia",positif
"WOOHOO!! Kualitas @enka_namaku emang gak diragukan lagi. KEREN BANGET???????????? 1 kata untuk penampilan Hendra?? 

Lagu: Ubur Ubur Ikan Lele by @EckoShowGtown 

#GalaLiveShow6
#XFactorIndonesia https://t.co/FO7LeGtHc6",positif
"@XFactorID @alvinxjo @KingsOfLeon Ada pitchy sedikit tapi gpp ya vin, kharismanya ttp terpampang nyata! Semoga kedepannya lebih baik lagi yaa. Semangat alvinn!!",positif
"@XFactorID @alvinxjo @KingsOfLeon Alvin keren bangeeeet.... Parah parah, Rockstar auranya tumpah ruah, ganteng kebangetan @alvinxjo #allveforalvinjo #XfactorIndonesia",positif
"@XFactorID @alvinxjo @KingsOfLeon Tetep terAlvin-Alvin 
Alvin gk pernah gagal bawain lagu",positif
"@XFactorID @alvinxjo @KingsOfLeon makin terAlvin-Alvin, sumpah tiap tampil gapernah gagal ngasih yang terbaik, setuju bgt sihhh tadi sama komen om Anang????",positif
"ALVIN..
Woow...
Suara nya kereen bgttt...
Amaziiing..????????????
Ganteng machoo abizz..????????????????

#XfactorIndonesia 
#XfactorIndonesia2021
#RCTI 
@XFactorID https://t.co/tQa9KE5Lu9",positif
"Tiap episode ada aja yang baru, semoga next episode nanti out of the box obrolannya dan yang pasti semoga makin seru yaaa @XfactorID @LazadaID https://t.co/zxgAmikZ4Q",positif
"Seru banget nontonnya, udah gitu kontestan sama hostnya juga kocak. Gak sabar nunggu next episode kira kira bakal undang siapa ya? @XfactorID @LazadaID https://t.co/F82eZ9Do1s",positif
"gilak bisa2nya Iyan Joshua ga lolos. yg bener aja wey @XFactorID.

gmn peluang rizki rahmanda ya nanti",negatif
@XFactorID @OfficialRCTI @Fremantle_ID Patah hati ??,negatif
"@XFactorID @alvinxjo @KingsOfLeon Cuma pake kaos item doang padahal, tapi bikin makin ter alvin alvin

#allveforalvinjo
#XfactorIndonesia",positif
"@XFactorID @alvinxjo @KingsOfLeon Suka banget dong min!
Damagenya gak main-main, pokoknya Allve makin terAlvin-Alvin ????

#allveforalvinjo
#XFactorIndonesia https://t.co/WY6jD5NF56",positif
"udah dong, kok gak ekspek yak kak Hendra suka Twice, satu fandom dong kita. Semoga bisa nonton konser twice barengan ya kita kak xixixxi @XFactorID @LazadaID https://t.co/SjgTxkLPdv",netral
"@myshajhuan keliatan banget kalau akan jadi CALON BINTANG. Siapa yang setuju nihh X Fellas?!????????????? 

Lagu: When The Party's Over by @billieeilish 

#GalaLiveShow6
#XFactorIndonesia https://t.co/4opLlvDCDj",positif
@XFactorID @OfficialRCTI @Fremantle_ID Gajelas,negatif
"@XFactorID @OfficialRCTI @Fremantle_ID berharap byk doi lolos, tp x factor mematahkan semua harapan penonton.",negatif
@XFactorID @OfficialRCTI @Fremantle_ID RASIS. begini ga lolos. aneh.,negatif
"@XFactorID @OfficialRCTI Sedih bgt anak papua pada ga lolos padahal bagus2 semua, like... helloooooo?????",negatif
@XFactorID @alvinxjo @KingsOfLeon gue ga ngerti lagi sih. meleleh udahh lah ????,positif
@XFactorID @OfficialRCTI @Fremantle_ID Masih kesel sama judika anjir daniel kek begini ga dilolosin ????,negatif
"Selalu nunggu episode baru dari Xfactor soalnya seru pol, itung itung buat penyegaran otak wkwkwk
@LazadaID @XFactorID https://t.co/8lOBKg8ung",positif
@XFactorID tak bisikin sinii.... 2nd chance bagus banget nyanyinyaa..merindingnya nyampe ke pundak ????,positif
"ASEEEKKK!!! Panggung #XFactorIndonesia DIGOYANGGG sama Bang @Judikajude dan Thomas dari @2ndChance_id. Siapa yang ikutan joget di rumah nihh??????????????

#GalaLiveShow6
#XFactorIndonesia https://t.co/zO8LYN6W7v",netral
"AMAZING!! @2ndChance_id berhasil bawain lagu ""It's All Coming Back To Me"" by @celinedion dengan EPIC! Siapa yang suka banget penampilan 2nd Chance nih??????????

#GalaLiveShow6
#XFactorIndonesia https://t.co/nbgTiERiHF",positif
"@XFactorID tumben sound systemnya hari ini tidak bagus, suaranya 2nd chance jadi gak nge-blend, harmonisasinya jadi ga kedengeran jelas. #2ndChance #XfactorIndonesia",negatif
"Merindingelihat penampilan 2ndChance, kuatir ada yang lepas, kekurangan hanya sedikit, selalu ada dodge di part yang dilakukan masing2 personil, dan diujung kurang dikuatin (sering sayup), overall mantab @OfficialRCTI @XFactorID @mynameisrossa @Judikajude",positif
"@XFactorID @RuthNeelly @xtina Congrats kak @RuthNeelly wowhh dapat 5 SO, penampilan yg sempurna, kita dirumah ampe histeriss nontonnya.. wuhhhh ????????????",positif
"@Piya_Yoda @OfficialRCTI @XFactorID @mynameisrossa @Judikajude Baru kelar nonton perform nya Ruth yang super spectaculer, akhirnya dpt All SO.. WOWHH..",positif
"Yang sy respect dr Ruth, selalu ada part yang dia nyanyikan semirip mungkin dengan penyanyi aslinya, jd bisa yakin kalo dia punya kontrol/kualitas suara yang hebat ???????? @OfficialRCTI @XFactorID @mynameisrossa @Judikajude",positif
"@GanyGery emang selalu tampil KONSISTEN!! Siapa yang selalu suka penampilan dari Kembar Merdu ini??????????

Lagu: All I Ask by @Adele 

#GalaLiveShow6
#XFactorIndonesia https://t.co/FEZxHE1DVC",netral
"Gery Gani...sepertinya kedalaman lagunya kurang dapat, just enak aja...mungkin penjiwaannya atau improvisasinya kurang sempurna sehingga ruh lagunya agak hilang...just my humble opinion @OfficialRCTI @XFactorID @mynameisrossa @Judikajude ????????",negatif
"Wei @XFactorID gue berani sini kompetisi nyanyi lawan si Evra apa Edo apa siapalah itu.

dianya yang emang tidak bagus ??",negatif
@XFactorID @OfficialRCTI @Fremantle_ID Ini mah subyektif banget penilaiannya. Masa yg kaya Iyan gini gak lolos??????,negatif
"@XFactorID @OfficialRCTI @Fremantle_ID Ga sabar nunggu alvin perform..
Good luck alvin
#allveforalvinjo
#XfactorIndonesia",positif
"#GalaLiveShow6 SUDAH DIMULAI!! Yukk tonton sekarang juga hanya di @OfficialRCTI ????????

#XFactorIndonesia 

@Fremantle_ID https://t.co/1ZMePQjuyZ",netral
"Ini dia lagu-lagu yang akan dibawakan TOP 9 di #GalaLiveShow6 ????????????????????????. Siapa nih yang tebakannya benar???

Saksikan penampilan mereka di #XFactorIndonesia MALAM INI pukul 18.00 WIB hanya di @officialrcti ???

#ItsTimeToFaceTheMusic

@Fremantle_ID https://t.co/irUKFtw8Pg",netral
@XFactorID @OfficialRCTI @Fremantle_ID Aku yg sdh gk sabar lihat perform @alvinxjo setelah 2 minggu puasa gk liat Alvin.. Semoga sukses ya bosgangs nya OL VI utk penampilannya malam ini????????,positif
@XFactorID @OfficialRCTI @Fremantle_ID Nggak setuju... harusnya Iyan Joshua yg lebih layak lolos daripada ini,negatif
@XFactorID @OfficialRCTI @Fremantle_ID Sediiih yan joshua gak lolos,negatif
@XFactorID @OfficialRCTI @Fremantle_ID Semoga maksimal penampilannya malam ini Alvin???? #allveforalvinjo #XfactorIndonesia,positif
@XFactorID @OfficialRCTI @Fremantle_ID Kptusan paling gak bisa diterima dgn akal sehat,negatif
@XFactorID @OfficialRCTI @Fremantle_ID @alvinxjo bakalan nyanyi Use Somebody #allveforalvinjo #XfactorIndonesia,netral
"Asli, ngakak parah ngeliatnya????????????
@XfactorID @lazada_id ditunggu next episodenya woii! https://t.co/oV6tUbXztU",positif
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Gak masuk akal,negatif
@XFactorID @OfficialRCTI @Fremantle_ID Xfactor kali ini beda sama yg seasond 1 wlupun jagoan saya hany juara 2 tapi kali ini aku jagoin lagi RUTH sama ROBBY tks #galaliveshow6,netral
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Bang Boril udah ada blom..?,netral
"Ngakak bgt rapper hendra terrnyata fanboy twice wkwk

Seru nih siapa lg di next eps min? @lazada_id @XFactorID https://t.co/snBOlIGWaA",positif
"Terbukti kan kalo hot people tu ngefans twice wkwk hendra hendra taunya fanboy 

Next eps siapa nih min? @lazada_id @XFactorID https://t.co/hiICsD9rAQ",netral
"Siapa yang udah gak sabar untuk menyaksikan penampilan TOP 9 di #GalaLiveShow6 MALAM INI?!?!!????????????

Jangan lupa untuk stay tuned pukul 18.00 WIB hanya di @officialrcti ???

#XFactorIndonesia
#ItsTimeToFaceTheMusic

@officialrcti @Fremantle_ID https://t.co/CEe2XczdJn",netral
"Dari awal jg gw udh bilang, acara semacam Ind Idol dan @XFactorID  itu settingan, juaranya sdh ditentukan dari awal, mereka itu TITIPAN label musik sbg ajang promosi biar trkesan pnya title 'JUARA', so it's not a Reality Show, but it's X FAKE TOR ??

#XFactorSettingan",negatif
@XFactorID @OfficialRCTI @Fremantle_ID Sedih,negatif
"Jangan lupa untuk saksikan penampilan TOP 9 @XFactorID hari ini pukul 18.00 WIB LIVE DI RCTI
.
Jangan lupa juga untuk vote kontestan favoritmu lewat aplikasi @rctiplus????
.
#xfactorindonesia
#itstimetofacethemusic https://t.co/H4bCRmhrbI",netral
@XFactorID @OfficialRCTI @Fremantle_ID Danar dan Alvin dari team Boys,netral
"MALAM INI akan tayang #GalaLiveShow6???????????? 

Jangan lupa VOTE untuk finalis favorit kalian dan jangan sampai perjuangan mereka terhenti di #XFactorIndonesia!

Paling nunggu penampilan dari siapa nih, X Fellas?????

#ItsTimeToFaceTheMusic 

@officialrcti @Fremantle_ID https://t.co/DDqLCkCXAn",netral
"Ngikutin teruus malaahh, seruu banget????
Next 2nd Chance dongg @LazadaID @XFactorID https://t.co/IKuPsWqPCg",positif
"Seleranya BCL payah. Nggak nyangka pilihannya 3 itu. Bikin the Boys ini komposisi paling lemah di @XFactorID .

Iyan Joshua yang paling kuat woi.",negatif
"#XFactorIndonesia2021 itu acara pembohongan publik yg nyata ??
Yg jelek??  sudah ditentukan sejak awal jadi juaranya kelak ???
Jadi masih mau nonton 
 X FAKE TOR? ?? eh @XFactorID  maksudnya ??

#XFfactorSettingan",negatif
"Udh dongg, eh iya penasaran bgt sm episode selanjutnya ????
Kerenn @LazadaID @XFactorID https://t.co/rjLJ6Em9oj",positif
"iyaaa barusan nonton seru bgt mereka, next eps plsss @LazadaID @XFactorID https://t.co/91WZ0gOPki",positif
@XFactorID @OfficialRCTI @Fremantle_ID Yg kutau Alvin : Use Somebody-Kings Of Leon dan Danar : Kota-Dere.. Yg lain bingung dan gk tau????????,netral
"Aaa serubgttttt, ganyangka banget sama hendra deh lucu parah???? gasabar ni sama next epss nya @LazadaID @XFactorID https://t.co/IMWCYCsPFG",positif
"@XFactorID @OfficialRCTI @Fremantle_ID Danar : kota-dere, ruth : reflection, sisanya ga tau ????",netral
@XFactorID @OfficialRCTI @Fremantle_ID Sayyyaaaaa,netral
"Yang udah nungguin Tebak Judul Lagu #GalaLiveShow6 mana suaranyaaa?!?????????????

Kalau X Fellas tau judul lagu dari penggalan-penggalan lirik berikut ini, langsung reply tweet ini yaa!????

#XFactorIndonesia
#ItsTimeToFaceTheMusic 

@officialrcti @Fremantle_ID https://t.co/PEYxNNfxyM",netral
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Ngga rela iyan keluar ...jurinya cengingisan..,negatif
"WOOHOO ???? who cannot wait to watch their performances on #GalaLiveShow6?!?????????????

Jangan lupa juga untuk terus VOTE finalis favorit kalian di aplikasi @RCTIPlus!

See you on Monday, X Fellas ??? 

#XFactorIndonesia
#ItsTimeToFaceTheMusic

@officialrcti @Fremantle_ID https://t.co/qqYNXyHbJz",netral
Ngikutin dongg! Ngakak bgt anjay sabi aja nih @LazadaID ngundang anak2 @XFactorID yang gemoy2 ???? next eps dongs!!! https://t.co/vhGFAh2KTY,positif
Ngakak bgt eps ini wkwkwk. Ga nyangka kalo Hendra Once HAHHAHA. Undang twice dong min xixi @XFactorID @LazadaID https://t.co/CvnOi7EBVe,positif
"@XFactorID @OfficialRCTI @Fremantle_ID Penuh kontroversi!! Pasti lah BCL lolosin ini org, karena Ariel suka bgt sama dia! Pdhl waktu di the chairs aja udah lupa lirik/salah lirik!! Bkn kah itu adalah kesalahan yg fatal? Klo di Indonesian idol atau ada Bunda Maia sih dah ga akan termaafkan ini org",negatif
Masih dong min!???? Memang Lazfactor eps. 2 seru bgt! Gasabar eps selanjutnyaa @XFactorID @LazadaID https://t.co/C0hMyC2NuX,positif
"Baek baek lah kelen keluarkan IYAN YOSHUA????? gak masuk GALA SHOW dia?
Gilak??
Apanya x factor yg kalian maksud skrg @XFactorID 
??",negatif
"Masih dong, selalu menanti episode terbarunya. Seru nih ada hendra dan maydea. @LazadaID  @XFactorID https://t.co/0kgkoWkPm2",positif
@XFactorID @OfficialRCTI @Fremantle_ID Aneh ....penyanyi sebagus iyan di lepas...  kesel nya pke banget.....juri or mentor ko ga bisa liat potensi orang....hadehhhhhh,negatif
"Top 9 kontestan @XFactorID bakal nemenin #SnackFriends sore besok jam 18.30 WIB di #SnackLive nih ????????

Jangan lupa nonton ya #SnackFriends 
Klik: https://t.co/ppllkBrNs5

#snackvideo #snackvideo2022 #livestreaming #xfactorindonesia https://t.co/6zkS171yAG",netral
@XFactorID @OfficialRCTI @Fremantle_ID Bubarkan!,negatif
"@XFactorID @OfficialRCTI @Fremantle_ID Roby dan Hendra kok di pisah gitu?? 
Hendra out yah",netral
"mampus kan team Judika sama BCL kena goreng. lain kali di kasi tau dri awal @XFactorID Peraturan xfactor : gaboleh lagu rock dan semacamnya, harus bisa langsung viral, dan harus goodlooking suara belakangan kek edo tu. https://t.co/tdqDhwlpub",negatif
Mengira2 kompensasi apa yang diberikan @XFactorID pada penggemarnya yang nunggu 2 minggu ga tayang? Akankah ada bintang tamu spesial di senin depan? @mynameisrossa @Judikajude @OfficialRCTI #nunggu2minggu,netral
@76suka @D_rayanS @SBYudhoyono Supaya lebih jelas tanyakan saja pada juri @XFactorID,netral
"Jadi kemarin @robbypurba interview @mynameisrossa menurut teh Rossa, kira-kira siapa sih yang akan jadi juara 1 @XFactorID ?!????

Seru deh ngobrol sama Teh Rossa, yuk nonton selengkapnya di https://t.co/7JylVcW2lK ya!

#starhitsid #robbypurba #rossa #xfactor https://t.co/rjJ9cNe3tx",positif
"Lha kok gw jadi ikutan demen Danar yg melow ?????????????????, padahal bukan styleku deh????. 
Mendingan diadu dg lagu yg sama deh. Ayo Danar, Alvin dan Second Chance battle. Sodorin 1 lagu andalan masing masing trs mrka nyanyikan ketiga-tiganya. Baru klhtn kale, mana yg bener2 baguus @XFactorID",positif
"X Fellas!! Yang setiap hari gak pernah absen untuk VOTE mana suaranya?!??????????????????????????

Jangan lupa untuk VOTE sebanyak-banyaknya untuk finalis favorit kalian di aplikasi @RCTIPlus???

#XFactorIndonesia
#ItsTimeToFaceTheMusic 

@officialrcti @Fremantle_ID https://t.co/csX0Gzmqr9",netral
@XFactorID @OfficialRCTI @Fremantle_ID Aduh lama lagi,negatif
"@xfactorid Min, request utk @2ndChance_id minggu depan bawain lagu ""Boyz II Men"" - ""One Sweet Day""  dijamin keren!! ????????????????",positif
@XFactorID @OfficialRCTI @Fremantle_ID Kaga jelas lu,negatif
@XFactorID @OfficialRCTI @Fremantle_ID Sedih bgt 2 minggu gk tayang????,negatif
"@XFactorID @OfficialRCTI @Fremantle_ID Ngasih info jangan mendadak donk min,,",negatif
@XFactorID @OfficialRCTI @Fremantle_ID Gara gara covid ini gk tayang..,negatif
@XFactorID @OfficialRCTI @Fremantle_ID Ada yg kena Omikron kah..?,netral
"@XFactorID @OfficialRCTI @Fremantle_ID Ada gila""nye 2 mnggu oyyyyyy,",negatif
Ini kenapa X Factor ga tayang lagi ya?? @XFactorID  @OfficialRCTI,negatif
@XFactorID @OfficialRCTI @Fremantle_ID Ada yg isoman sptnya pesertanya,netral
@XFactorID @OfficialRCTI @Fremantle_ID WHYYYYY AKU UDAH NUNGGUIN,negatif
@XFactorID @OfficialRCTI @Fremantle_ID Wasu,negatif
"@XFactorID @OfficialRCTI @Fremantle_ID Uda ditungguin dari tadi, ga tayang lagi :(",negatif
@XFactorID @OfficialRCTI @Fremantle_ID Gaada lagi ????,negatif
@XFactorID @OfficialRCTI @Fremantle_ID 2 minggu off wow,negatif
"@XFactorID @OfficialRCTI @Fremantle_ID Plissss, padahal udah excited nunggu hari ini",negatif
"@XFactorID @OfficialRCTI Gue udh nungguin min,alesannya apa min ????",negatif
"Kan ini hari Senin,kok gak ada acara @XFactorID ya min @OfficialRCTI ????",negatif
